,Datetime,Open,High,Low,Close,Volume,ScripName,ScripCode
0,2022-01-03T00:00:00,743.05,766.0,743.0,764.7,9653095,ICICIBANK,4963
1,2022-01-04T00:00:00,767.95,778.0,763.6,772.85,12114437,ICICIBANK,4963
2,2022-01-05T00:00:00,773.0,795.85,771.2,788.05,19741360,ICICIBANK,4963
3,2022-01-06T00:00:00,775.05,792.5,774.0,785.05,13018067,ICICIBANK,4963
4,2022-01-07T00:00:00,792.2,802.3,786.25,793.25,12250210,ICICIBANK,4963
5,2022-01-10T00:00:00,800.25,812.8,799.0,810.75,10905080,ICICIBANK,4963
6,2022-01-11T00:00:00,809.75,814.7,801.9,810.65,9982061,ICICIBANK,4963
7,2022-01-12T00:00:00,818.6,825.45,812.05,823.75,13034848,ICICIBANK,4963
8,2022-01-13T00:00:00,821.0,828.0,817.4,824.7,9372244,ICICIBANK,4963
9,2022-01-14T00:00:00,821.0,822.0,811.6,820.0,7552844,ICICIBANK,4963
10,2022-01-17T00:00:00,820.0,828.9,814.55,819.3,6722700,ICICIBANK,4963
11,2022-01-18T00:00:00,821.0,836.0,818.2,823.1,10835146,ICICIBANK,4963
12,2022-01-19T00:00:00,816.0,821.0,803.25,808.6,16416144,ICICIBANK,4963
13,2022-01-20T00:00:00,803.0,812.95,795.4,810.25,13567654,ICICIBANK,4963
14,2022-01-21T00:00:00,803.0,811.35,795.5,804.5,12078277,ICICIBANK,4963
15,2022-01-24T00:00:00,813.0,816.7,783.3,798.45,29612316,ICICIBANK,4963
16,2022-01-25T00:00:00,789.0,804.3,786.05,801.65,19513184,ICICIBANK,4963
17,2022-01-27T00:00:00,786.9,801.5,781.05,794.65,23984679,ICICIBANK,4963
18,2022-01-28T00:00:00,803.75,805.85,778.5,781.15,14072314,ICICIBANK,4963
19,2022-01-31T00:00:00,788.95,798.7,784.0,788.8,14824509,ICICIBANK,4963
20,2022-02-01T00:00:00,802.05,812.85,789.3,810.3,20031583,ICICIBANK,4963
21,2022-02-02T00:00:00,815.0,818.7,808.85,813.75,11214375,ICICIBANK,4963
22,2022-02-03T00:00:00,814.05,818.4,806.0,808.95,9755335,ICICIBANK,4963
23,2022-02-04T00:00:00,809.8,812.0,795.8,805.05,10314067,ICICIBANK,4963
24,2022-02-07T00:00:00,798.05,805.0,781.45,786.4,14659368,ICICIBANK,4963
25,2022-02-08T00:00:00,790.0,795.7,774.3,792.5,14642455,ICICIBANK,4963
26,2022-02-09T00:00:00,797.25,804.25,794.2,802.8,8855292,ICICIBANK,4963
27,2022-02-10T00:00:00,805.95,808.8,796.3,805.5,13159771,ICICIBANK,4963
28,2022-02-11T00:00:00,796.85,797.4,787.9,790.8,13138408,ICICIBANK,4963
29,2022-02-14T00:00:00,772.0,773.95,751.15,753.7,16170656,ICICIBANK,4963
30,2022-02-15T00:00:00,752.95,778.0,743.2,776.05,18880659,ICICIBANK,4963
31,2022-02-16T00:00:00,775.7,777.55,760.4,764.05,10549784,ICICIBANK,4963
32,2022-02-17T00:00:00,766.5,767.25,746.3,750.35,16683808,ICICIBANK,4963
33,2022-02-18T00:00:00,746.85,756.8,745.55,748.9,8945567,ICICIBANK,4963
34,2022-02-21T00:00:00,746.25,762.9,740.0,754.45,10967164,ICICIBANK,4963
35,2022-02-22T00:00:00,738.4,759.75,737.75,751.3,13156371,ICICIBANK,4963
36,2022-02-23T00:00:00,754.6,756.4,742.7,744.6,11624282,ICICIBANK,4963
