,Datetime,Open,High,Low,Close,Volume,ScripName,ScripCode
0,2022-01-03T00:00:00,493.5,500.85,492.0,497.6,32748423,TATAMOTORS,3456
1,2022-01-04T00:00:00,496.8,499.0,484.05,489.6,24100985,TATAMOTORS,3456
2,2022-01-05T00:00:00,486.95,492.75,483.55,489.75,15420105,TATAMOTORS,3456
3,2022-01-06T00:00:00,481.5,492.95,477.1,488.85,16563230,TATAMOTORS,3456
4,2022-01-07T00:00:00,490.05,495.5,483.75,490.6,15532165,TATAMOTORS,3456
5,2022-01-10T00:00:00,493.1,504.9,491.3,503.7,25193771,TATAMOTORS,3456
6,2022-01-11T00:00:00,503.0,507.9,498.15,501.3,16269193,TATAMOTORS,3456
7,2022-01-12T00:00:00,505.85,511.85,503.5,507.25,16255334,TATAMOTORS,3456
8,2022-01-13T00:00:00,504.0,513.8,494.8,511.95,27572553,TATAMOTORS,3456
9,2022-01-14T00:00:00,509.0,515.4,505.65,509.9,12655602,TATAMOTORS,3456
10,2022-01-17T00:00:00,514.8,526.9,512.0,525.0,27942414,TATAMOTORS,3456
11,2022-01-18T00:00:00,527.9,528.5,507.15,510.8,19353195,TATAMOTORS,3456
12,2022-01-19T00:00:00,510.0,522.2,504.8,520.85,21799071,TATAMOTORS,3456
13,2022-01-20T00:00:00,519.95,523.2,512.0,515.7,18364451,TATAMOTORS,3456
14,2022-01-21T00:00:00,510.4,513.85,494.25,501.85,17946821,TATAMOTORS,3456
15,2022-01-24T00:00:00,499.7,504.3,473.35,478.45,25228959,TATAMOTORS,3456
16,2022-01-25T00:00:00,473.8,492.5,467.65,490.55,22565698,TATAMOTORS,3456
17,2022-01-27T00:00:00,480.75,502.7,476.6,494.4,26676094,TATAMOTORS,3456
18,2022-01-28T00:00:00,500.5,509.35,495.3,497.3,21784640,TATAMOTORS,3456
19,2022-01-31T00:00:00,505.0,520.0,498.2,517.75,27306578,TATAMOTORS,3456
20,2022-02-01T00:00:00,508.0,514.75,493.0,504.3,48030231,TATAMOTORS,3456
21,2022-02-02T00:00:00,508.6,514.45,505.15,506.4,14311040,TATAMOTORS,3456
22,2022-02-03T00:00:00,509.1,514.3,502.85,504.5,15249245,TATAMOTORS,3456
23,2022-02-04T00:00:00,503.8,507.8,499.0,500.6,12663199,TATAMOTORS,3456
24,2022-02-07T00:00:00,502.9,504.35,492.5,494.6,13392910,TATAMOTORS,3456
25,2022-02-08T00:00:00,498.0,498.5,479.15,492.75,23378623,TATAMOTORS,3456
26,2022-02-09T00:00:00,496.5,503.7,494.7,501.25,12430730,TATAMOTORS,3456
27,2022-02-10T00:00:00,506.7,510.5,504.2,507.45,14537945,TATAMOTORS,3456
28,2022-02-11T00:00:00,503.25,507.0,497.0,498.85,13534899,TATAMOTORS,3456
29,2022-02-14T00:00:00,487.0,488.5,468.8,471.45,22157389,TATAMOTORS,3456
30,2022-02-15T00:00:00,476.15,505.5,467.3,504.0,30623088,TATAMOTORS,3456
31,2022-02-16T00:00:00,504.0,507.9,496.6,498.45,20176993,TATAMOTORS,3456
32,2022-02-17T00:00:00,505.9,511.5,498.3,499.95,27943077,TATAMOTORS,3456
33,2022-02-18T00:00:00,498.0,502.65,491.5,493.15,15476803,TATAMOTORS,3456
34,2022-02-21T00:00:00,490.15,500.4,486.1,494.45,22592161,TATAMOTORS,3456
35,2022-02-22T00:00:00,480.55,486.3,471.45,478.25,27957544,TATAMOTORS,3456
